"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2014년 01월 31일","1,110.00","1,110.00","1,110.00","1,110.00","-","-1.51%"
"2014년 01월 30일","1,127.00","1,127.00","1,127.00","1,127.00","-","-1.83%"
"2014년 01월 29일","1,148.00","1,148.00","1,148.00","1,148.00","-","-2.46%"
"2014년 01월 28일","1,177.00","1,177.00","1,177.00","1,177.00","-","-3.29%"
"2014년 01월 27일","1,217.00","1,217.00","1,217.00","1,217.00","-","-2.33%"
"2014년 01월 24일","1,246.00","1,246.00","1,246.00","1,246.00","-","-1.97%"
"2014년 01월 23일","1,271.00","1,271.00","1,271.00","1,271.00","-","-3.86%"
"2014년 01월 22일","1,322.00","1,322.00","1,322.00","1,322.00","-","-3.43%"
"2014년 01월 21일","1,369.00","1,369.00","1,369.00","1,369.00","-","-4.13%"
"2014년 01월 20일","1,428.00","1,428.00","1,428.00","1,428.00","-","0.49%"
"2014년 01월 17일","1,421.00","1,421.00","1,421.00","1,421.00","-","1.65%"
"2014년 01월 16일","1,398.00","1,398.00","1,398.00","1,398.00","-","1.75%"
"2014년 01월 15일","1,374.00","1,374.00","1,374.00","1,374.00","-","0.29%"
"2014년 01월 14일","1,370.00","1,370.00","1,370.00","1,370.00","-","-1.79%"
"2014년 01월 13일","1,395.00","1,395.00","1,395.00","1,395.00","-","-7.74%"
"2014년 01월 10일","1,512.00","1,512.00","1,512.00","1,512.00","-","-11.37%"
"2014년 01월 09일","1,706.00","1,706.00","1,706.00","1,706.00","-","-6.57%"
"2014년 01월 08일","1,826.00","1,826.00","1,826.00","1,826.00","-","-2.67%"
"2014년 01월 07일","1,876.00","1,876.00","1,876.00","1,876.00","-","-3.84%"
"2014년 01월 06일","1,951.00","1,951.00","1,951.00","1,951.00","-","-4.17%"
"2014년 01월 03일","2,036.00","2,036.00","2,036.00","2,036.00","-","-3.64%"
"2014년 01월 02일","2,113.00","2,113.00","2,113.00","2,113.00","-","-7.20%"
"2013년 12월 24일","2,277.00","2,277.00","2,277.00","2,277.00","-","1.34%"
"2013년 12월 23일","2,247.00","2,247.00","2,247.00","2,247.00","-","1.77%"
"2013년 12월 20일","2,208.00","2,208.00","2,208.00","2,208.00","-","3.47%"
"2013년 12월 19일","2,134.00","2,134.00","2,134.00","2,134.00","-","-1.02%"
"2013년 12월 18일","2,156.00","2,156.00","2,156.00","2,156.00","-","-3.10%"
"2013년 12월 17일","2,225.00","2,225.00","2,225.00","2,225.00","-","-2.92%"
"2013년 12월 16일","2,292.00","2,292.00","2,292.00","2,292.00","-","-1.63%"
"2013년 12월 13일","2,330.00","2,330.00","2,330.00","2,330.00","-","-0.30%"
"2013년 12월 12일","2,337.00","2,337.00","2,337.00","2,337.00","-","1.65%"
"2013년 12월 11일","2,299.00","2,299.00","2,299.00","2,299.00","-","2.77%"
"2013년 12월 10일","2,237.00","2,237.00","2,237.00","2,237.00","-","2.47%"
"2013년 12월 09일","2,183.00","2,183.00","2,183.00","2,183.00","-","0.32%"
"2013년 12월 06일","2,176.00","2,176.00","2,176.00","2,176.00","-","1.45%"
"2013년 12월 05일","2,145.00","2,145.00","2,145.00","2,145.00","-","7.57%"
"2013년 12월 04일","1,994.00","1,994.00","1,994.00","1,994.00","-","3.75%"
"2013년 12월 03일","1,922.00","1,922.00","1,922.00","1,922.00","-","3.06%"
"2013년 12월 02일","1,865.00","1,865.00","1,865.00","1,865.00","-","2.42%"
"2013년 11월 29일","1,821.00","1,821.00","1,821.00","1,821.00","-","5.93%"
"2013년 11월 28일","1,719.00","1,719.00","1,719.00","1,719.00","-","9.28%"
"2013년 11월 27일","1,573.00","1,573.00","1,573.00","1,573.00","-","4.03%"
"2013년 11월 26일","1,512.00","1,512.00","1,512.00","1,512.00","-","1.34%"
"2013년 11월 25일","1,492.00","1,492.00","1,492.00","1,492.00","-","0.61%"
"2013년 11월 22일","1,483.00","1,483.00","1,483.00","1,483.00","-","-1.07%"
"2013년 11월 21일","1,499.00","1,499.00","1,499.00","1,499.00","-","-1.83%"
"2013년 11월 20일","1,527.00","1,527.00","1,527.00","1,527.00","-","2.14%"
"2013년 11월 19일","1,495.00","1,495.00","1,495.00","1,495.00","-","-0.33%"
"2013년 11월 18일","1,500.00","1,500.00","1,500.00","1,500.00","-","-0.46%"
"2013년 11월 15일","1,507.00","1,507.00","1,507.00","1,507.00","-","-0.66%"
"2013년 11월 14일","1,517.00","1,517.00","1,517.00","1,517.00","-","-0.91%"
"2013년 11월 13일","1,531.00","1,531.00","1,531.00","1,531.00","-","-0.78%"
"2013년 11월 12일","1,543.00","1,543.00","1,543.00","1,543.00","-","-1.34%"
"2013년 11월 11일","1,564.00","1,564.00","1,564.00","1,564.00","-","-1.08%"
"2013년 11월 08일","1,581.00","1,581.00","1,581.00","1,581.00","-","-0.75%"
"2013년 11월 07일","1,593.00","1,593.00","1,593.00","1,593.00","-","-0.56%"
"2013년 11월 06일","1,602.00","1,602.00","1,602.00","1,602.00","-","0.13%"
"2013년 11월 05일","1,600.00","1,600.00","1,600.00","1,600.00","-","3.09%"
"2013년 11월 04일","1,552.00","1,552.00","1,552.00","1,552.00","-","1.77%"
"2013년 11월 01일","1,525.00","1,525.00","1,525.00","1,525.00","-","1.40%"
"2013년 10월 31일","1,504.00","1,504.00","1,504.00","1,504.00","-","1.35%"
"2013년 10월 30일","1,484.00","1,484.00","1,484.00","1,484.00","-","-4.32%"
"2013년 10월 29일","1,551.00","1,551.00","1,551.00","1,551.00","-","-4.20%"
"2013년 10월 28일","1,619.00","1,619.00","1,619.00","1,619.00","-","-3.11%"
"2013년 10월 25일","1,671.00","1,671.00","1,671.00","1,671.00","-","-2.17%"
"2013년 10월 24일","1,708.00","1,708.00","1,708.00","1,708.00","-","-4.37%"
"2013년 10월 23일","1,786.00","1,786.00","1,786.00","1,786.00","-","-3.30%"
"2013년 10월 22일","1,847.00","1,847.00","1,847.00","1,847.00","-","-1.65%"
"2013년 10월 21일","1,878.00","1,878.00","1,878.00","1,878.00","-","-1.21%"
"2013년 10월 18일","1,901.00","1,901.00","1,901.00","1,901.00","-","-3.01%"
"2013년 10월 17일","1,960.00","1,960.00","1,960.00","1,960.00","-","-0.25%"
"2013년 10월 16일","1,965.00","1,965.00","1,965.00","1,965.00","-","0.10%"
"2013년 10월 15일","1,963.00","1,963.00","1,963.00","1,963.00","-","0.10%"
"2013년 10월 14일","1,961.00","1,961.00","1,961.00","1,961.00","-","-1.21%"
"2013년 10월 11일","1,985.00","1,985.00","1,985.00","1,985.00","-","-1.29%"
"2013년 10월 10일","2,011.00","2,011.00","2,011.00","2,011.00","-","-5.36%"
"2013년 10월 09일","2,125.00","2,125.00","2,125.00","2,125.00","-","-0.98%"
"2013년 10월 08일","2,146.00","2,146.00","2,146.00","2,146.00","-","1.47%"
"2013년 10월 07일","2,115.00","2,115.00","2,115.00","2,115.00","-","1.49%"
"2013년 10월 04일","2,084.00","2,084.00","2,084.00","2,084.00","-","1.81%"
"2013년 10월 03일","2,047.00","2,047.00","2,047.00","2,047.00","-","1.94%"
"2013년 10월 02일","2,008.00","2,008.00","2,008.00","2,008.00","-","0.70%"
"2013년 10월 01일","1,994.00","1,994.00","1,994.00","1,994.00","-","-0.45%"
"2013년 09월 30일","2,003.00","2,003.00","2,003.00","2,003.00","-","-2.10%"
"2013년 09월 27일","2,046.00","2,046.00","2,046.00","2,046.00","-","-3.17%"
"2013년 09월 26일","2,113.00","2,113.00","2,113.00","2,113.00","-","-0.66%"
"2013년 09월 25일","2,127.00","2,127.00","2,127.00","2,127.00","-","5.24%"
"2013년 09월 24일","2,021.00","2,021.00","2,021.00","2,021.00","-","3.80%"
"2013년 09월 23일","1,947.00","1,947.00","1,947.00","1,947.00","-","2.26%"
"2013년 09월 20일","1,904.00","1,904.00","1,904.00","1,904.00","-","2.37%"
"2013년 09월 19일","1,860.00","1,860.00","1,860.00","1,860.00","-","2.09%"
"2013년 09월 18일","1,822.00","1,822.00","1,822.00","1,822.00","-","4.71%"
"2013년 09월 17일","1,740.00","1,740.00","1,740.00","1,740.00","-","5.39%"
"2013년 09월 16일","1,651.00","1,651.00","1,651.00","1,651.00","-","0.92%"
"2013년 09월 13일","1,636.00","1,636.00","1,636.00","1,636.00","-","0.93%"
"2013년 09월 12일","1,621.00","1,621.00","1,621.00","1,621.00","-","-0.43%"
"2013년 09월 11일","1,628.00","1,628.00","1,628.00","1,628.00","-","5.65%"
"2013년 09월 10일","1,541.00","1,541.00","1,541.00","1,541.00","-","4.26%"
"2013년 09월 09일","1,478.00","1,478.00","1,478.00","1,478.00","-","9.32%"
"2013년 09월 06일","1,352.00","1,352.00","1,352.00","1,352.00","-","5.71%"
"2013년 09월 05일","1,279.00","1,279.00","1,279.00","1,279.00","-","5.27%"
"2013년 09월 04일","1,215.00","1,215.00","1,215.00","1,215.00","-","4.02%"
"2013년 09월 03일","1,168.00","1,168.00","1,168.00","1,168.00","-","2.55%"
"2013년 09월 02일","1,139.00","1,139.00","1,139.00","1,139.00","-","0.62%"
"2013년 08월 30일","1,132.00","1,132.00","1,132.00","1,132.00","-","-0.35%"
"2013년 08월 29일","1,136.00","1,136.00","1,136.00","1,136.00","-","-0.87%"
"2013년 08월 28일","1,146.00","1,146.00","1,146.00","1,146.00","-","-1.97%"
"2013년 08월 27일","1,169.00","1,169.00","1,169.00","1,169.00","-","0.34%"
"2013년 08월 23일","1,165.00","1,165.00","1,165.00","1,165.00","-","0.60%"
"2013년 08월 22일","1,158.00","1,158.00","1,158.00","1,158.00","-","0.17%"
"2013년 08월 21일","1,156.00","1,156.00","1,156.00","1,156.00","-","0.96%"
"2013년 08월 20일","1,145.00","1,145.00","1,145.00","1,145.00","-","2.69%"
"2013년 08월 19일","1,115.00","1,115.00","1,115.00","1,115.00","-","1.18%"
"2013년 08월 16일","1,102.00","1,102.00","1,102.00","1,102.00","-","1.01%"
"2013년 08월 15일","1,091.00","1,091.00","1,091.00","1,091.00","-","2.92%"
"2013년 08월 14일","1,060.00","1,060.00","1,060.00","1,060.00","-","5.26%"
"2013년 08월 13일","1,007.00","1,007.00","1,007.00","1,007.00","-","1.10%"
"2013년 08월 12일","996.00","996.00","996.00","996.00","-","-0.50%"
"2013년 08월 09일","1,001.00","1,001.00","1,001.00","1,001.00","-","-1.09%"
"2013년 08월 08일","1,012.00","1,012.00","1,012.00","1,012.00","-","-1.17%"
"2013년 08월 07일","1,024.00","1,024.00","1,024.00","1,024.00","-","-2.10%"
"2013년 08월 06일","1,046.00","1,046.00","1,046.00","1,046.00","-","-1.13%"
"2013년 08월 05일","1,058.00","1,058.00","1,058.00","1,058.00","-","-0.66%"
"2013년 08월 02일","1,065.00","1,065.00","1,065.00","1,065.00","-","-0.09%"
"2013년 08월 01일","1,066.00","1,066.00","1,066.00","1,066.00","-","0.38%"
"2013년 07월 31일","1,062.00","1,062.00","1,062.00","1,062.00","-","-0.47%"
"2013년 07월 30일","1,067.00","1,067.00","1,067.00","1,067.00","-","-0.74%"
"2013년 07월 29일","1,075.00","1,075.00","1,075.00","1,075.00","-","-0.65%"
"2013년 07월 26일","1,082.00","1,082.00","1,082.00","1,082.00","-","-0.92%"
"2013년 07월 25일","1,092.00","1,092.00","1,092.00","1,092.00","-","-2.24%"
"2013년 07월 24일","1,117.00","1,117.00","1,117.00","1,117.00","-","-0.89%"
"2013년 07월 23일","1,127.00","1,127.00","1,127.00","1,127.00","-","-0.70%"
"2013년 07월 22일","1,135.00","1,135.00","1,135.00","1,135.00","-","-0.26%"
"2013년 07월 19일","1,138.00","1,138.00","1,138.00","1,138.00","-","-0.70%"
"2013년 07월 18일","1,146.00","1,146.00","1,146.00","1,146.00","-","-0.43%"
"2013년 07월 17일","1,151.00","1,151.00","1,151.00","1,151.00","-","-0.09%"
"2013년 07월 16일","1,152.00","1,152.00","1,152.00","1,152.00","-","0.09%"
"2013년 07월 15일","1,151.00","1,151.00","1,151.00","1,151.00","-","0.17%"
"2013년 07월 12일","1,149.00","1,149.00","1,149.00","1,149.00","-","0.88%"
"2013년 07월 11일","1,139.00","1,139.00","1,139.00","1,139.00","-","0.80%"
"2013년 07월 10일","1,130.00","1,130.00","1,130.00","1,130.00","-","0.89%"
"2013년 07월 09일","1,120.00","1,120.00","1,120.00","1,120.00","-","0.45%"
"2013년 07월 08일","1,115.00","1,115.00","1,115.00","1,115.00","-","1.46%"
"2013년 07월 05일","1,099.00","1,099.00","1,099.00","1,099.00","-","-0.36%"
"2013년 07월 04일","1,103.00","1,103.00","1,103.00","1,103.00","-","-2.65%"
"2013년 07월 03일","1,133.00","1,133.00","1,133.00","1,133.00","-","-3.16%"
"2013년 07월 02일","1,170.00","1,170.00","1,170.00","1,170.00","-","-0.76%"
"2013년 07월 01일","1,179.00","1,179.00","1,179.00","1,179.00","-","0.68%"
"2013년 06월 28일","1,171.00","1,171.00","1,171.00","1,171.00","-","1.74%"
"2013년 06월 27일","1,151.00","1,151.00","1,151.00","1,151.00","-","2.31%"
"2013년 06월 26일","1,125.00","1,125.00","1,125.00","1,125.00","-","3.21%"
"2013년 06월 25일","1,090.00","1,090.00","1,090.00","1,090.00","-","2.64%"
"2013년 06월 24일","1,062.00","1,062.00","1,062.00","1,062.00","-","3.41%"
"2013년 06월 21일","1,027.00","1,027.00","1,027.00","1,027.00","-","1.48%"
"2013년 06월 20일","1,012.00","1,012.00","1,012.00","1,012.00","-","1.71%"
"2013년 06월 19일","995.00","995.00","995.00","995.00","-","3.43%"
"2013년 06월 18일","962.00","962.00","962.00","962.00","-","4.00%"
"2013년 06월 17일","925.00","925.00","925.00","925.00","-","2.78%"
"2013년 06월 14일","900.00","900.00","900.00","900.00","-","3.09%"
"2013년 06월 13일","873.00","873.00","873.00","873.00","-","3.07%"
"2013년 06월 12일","847.00","847.00","847.00","847.00","-","2.67%"
"2013년 06월 11일","825.00","825.00","825.00","825.00","-","1.23%"
"2013년 06월 10일","815.00","815.00","815.00","815.00","-","0.37%"
"2013년 06월 07일","812.00","812.00","812.00","812.00","-","0.74%"
"2013년 06월 06일","806.00","806.00","806.00","806.00","-","0.62%"
"2013년 06월 05일","801.00","801.00","801.00","801.00","-","-0.50%"
"2013년 06월 04일","805.00","805.00","805.00","805.00","-","-0.12%"
"2013년 06월 03일","806.00","806.00","806.00","806.00","-","-0.37%"
"2013년 05월 31일","809.00","809.00","809.00","809.00","-","-0.25%"
"2013년 05월 30일","811.00","811.00","811.00","811.00","-","-0.86%"
"2013년 05월 29일","818.00","818.00","818.00","818.00","-","-0.49%"
"2013년 05월 28일","822.00","822.00","822.00","822.00","-","-0.48%"
"2013년 05월 24일","826.00","826.00","826.00","826.00","-","-0.24%"
"2013년 05월 23일","828.00","828.00","828.00","828.00","-","-0.12%"
"2013년 05월 22일","829.00","829.00","829.00","829.00","-","-0.12%"
"2013년 05월 21일","830.00","830.00","830.00","830.00","-","-0.72%"
"2013년 05월 20일","836.00","836.00","836.00","836.00","-","-0.59%"
"2013년 05월 17일","841.00","841.00","841.00","841.00","-","-1.06%"
"2013년 05월 16일","850.00","850.00","850.00","850.00","-","-1.28%"
"2013년 05월 15일","861.00","861.00","861.00","861.00","-","-1.26%"
"2013년 05월 14일","872.00","872.00","872.00","872.00","-","-0.80%"
"2013년 05월 13일","879.00","879.00","879.00","879.00","-","-0.57%"
"2013년 05월 10일","884.00","884.00","884.00","884.00","-","-0.56%"
"2013년 05월 09일","889.00","889.00","889.00","889.00","-","-0.34%"
"2013년 05월 08일","892.00","892.00","892.00","892.00","-","0.34%"
"2013년 05월 07일","889.00","889.00","889.00","889.00","-","1.25%"
"2013년 05월 03일","878.00","878.00","878.00","878.00","-","0.57%"
"2013년 05월 02일","873.00","873.00","873.00","873.00","-","1.28%"
"2013년 05월 01일","862.00","862.00","862.00","862.00","-","-0.12%"
"2013년 04월 30일","863.00","863.00","863.00","863.00","-","-0.58%"
"2013년 04월 29일","868.00","868.00","868.00","868.00","-","-0.34%"
"2013년 04월 26일","871.00","871.00","871.00","871.00","-","-0.11%"
"2013년 04월 25일","872.00","872.00","872.00","872.00","-","-0.80%"
"2013년 04월 24일","879.00","879.00","879.00","879.00","-","-0.68%"
"2013년 04월 23일","885.00","885.00","885.00","885.00","-","-0.45%"
"2013년 04월 22일","889.00","889.00","889.00","889.00","-","0.11%"
"2013년 04월 19일","888.00","888.00","888.00","888.00","-","0.34%"
"2013년 04월 18일","885.00","885.00","885.00","885.00","-","0.00%"
"2013년 04월 17일","885.00","885.00","885.00","885.00","-","0.57%"
"2013년 04월 16일","880.00","880.00","880.00","880.00","-","0.46%"
"2013년 04월 15일","876.00","876.00","876.00","876.00","-","0.11%"
"2013년 04월 12일","875.00","875.00","875.00","875.00","-","1.16%"
"2013년 04월 11일","865.00","865.00","865.00","865.00","-","0.70%"
"2013년 04월 10일","859.00","859.00","859.00","859.00","-","0.35%"
"2013년 04월 09일","856.00","856.00","856.00","856.00","-","-0.23%"
"2013년 04월 08일","858.00","858.00","858.00","858.00","-","-0.35%"
"2013년 04월 05일","861.00","861.00","861.00","861.00","-","-0.58%"
"2013년 04월 04일","866.00","866.00","866.00","866.00","-","-1.25%"
"2013년 04월 03일","877.00","877.00","877.00","877.00","-","-2.12%"
"2013년 04월 02일","896.00","896.00","896.00","896.00","-","-1.54%"
"2013년 03월 28일","910.00","910.00","910.00","910.00","-","-1.30%"
"2013년 03월 27일","922.00","922.00","922.00","922.00","-","-0.97%"
"2013년 03월 26일","931.00","931.00","931.00","931.00","-","-0.43%"
"2013년 03월 25일","935.00","935.00","935.00","935.00","-","0.21%"
"2013년 03월 22일","933.00","933.00","933.00","933.00","-","0.32%"
"2013년 03월 21일","930.00","930.00","930.00","930.00","-","0.76%"
"2013년 03월 20일","923.00","923.00","923.00","923.00","-","1.21%"
"2013년 03월 19일","912.00","912.00","912.00","912.00","-","1.45%"
"2013년 03월 18일","899.00","899.00","899.00","899.00","-","0.78%"
"2013년 03월 15일","892.00","892.00","892.00","892.00","-","1.36%"
"2013년 03월 14일","880.00","880.00","880.00","880.00","-","0.57%"
"2013년 03월 13일","875.00","875.00","875.00","875.00","-","1.16%"
"2013년 03월 12일","865.00","865.00","865.00","865.00","-","2.13%"
"2013년 03월 11일","847.00","847.00","847.00","847.00","-","0.47%"
"2013년 03월 08일","843.00","843.00","843.00","843.00","-","1.08%"
"2013년 03월 07일","834.00","834.00","834.00","834.00","-","1.71%"
"2013년 03월 06일","820.00","820.00","820.00","820.00","-","1.74%"
"2013년 03월 05일","806.00","806.00","806.00","806.00","-","2.15%"
"2013년 03월 04일","789.00","789.00","789.00","789.00","-","1.68%"
"2013년 03월 01일","776.00","776.00","776.00","776.00","-","2.51%"
"2013년 02월 28일","757.00","757.00","757.00","757.00","-","1.61%"
"2013년 02월 27일","745.00","745.00","745.00","745.00","-","0.54%"
"2013년 02월 26일","741.00","741.00","741.00","741.00","-","-0.27%"
"2013년 02월 25일","743.00","743.00","743.00","743.00","-","0.41%"
"2013년 02월 22일","740.00","740.00","740.00","740.00","-","0.41%"
"2013년 02월 21일","737.00","737.00","737.00","737.00","-","0.27%"
"2013년 02월 20일","735.00","735.00","735.00","735.00","-","-0.41%"
"2013년 02월 19일","738.00","738.00","738.00","738.00","-","-1.20%"
"2013년 02월 18일","747.00","747.00","747.00","747.00","-","-0.80%"
"2013년 02월 15일","753.00","753.00","753.00","753.00","-","0.67%"
"2013년 02월 14일","748.00","748.00","748.00","748.00","-","-0.40%"
"2013년 02월 13일","751.00","751.00","751.00","751.00","-","0.54%"
"2013년 02월 12일","747.00","747.00","747.00","747.00","-","0.13%"
"2013년 02월 11일","746.00","746.00","746.00","746.00","-","-0.27%"
"2013년 02월 08일","748.00","748.00","748.00","748.00","-","-0.13%"
"2013년 02월 07일","749.00","749.00","749.00","749.00","-","1.22%"
"2013년 02월 06일","740.00","740.00","740.00","740.00","-","0.14%"
"2013년 02월 05일","739.00","739.00","739.00","739.00","-","-0.81%"
"2013년 02월 04일","745.00","745.00","745.00","745.00","-","-0.67%"
"2013년 02월 01일","750.00","750.00","750.00","750.00","-","-1.32%"
"2013년 01월 31일","760.00","760.00","760.00","760.00","-","-0.91%"
"2013년 01월 30일","767.00","767.00","767.00","767.00","-","-1.54%"
"2013년 01월 29일","779.00","779.00","779.00","779.00","-","-1.64%"
"2013년 01월 28일","792.00","792.00","792.00","792.00","-","-0.75%"
"2013년 01월 25일","798.00","798.00","798.00","798.00","-","-1.24%"
"2013년 01월 24일","808.00","808.00","808.00","808.00","-","-1.10%"
"2013년 01월 23일","817.00","817.00","817.00","817.00","-","-0.97%"
"2013년 01월 22일","825.00","825.00","825.00","825.00","-","-1.55%"
"2013년 01월 21일","838.00","838.00","838.00","838.00","-","0.12%"
"2013년 01월 18일","837.00","837.00","837.00","837.00","-","2.07%"
"2013년 01월 17일","820.00","820.00","820.00","820.00","-","4.99%"
"2013년 01월 16일","781.00","781.00","781.00","781.00","-","2.09%"
"2013년 01월 15일","765.00","765.00","765.00","765.00","-","0.39%"
"2013년 01월 14일","762.00","762.00","762.00","762.00","-","0.26%"
"2013년 01월 11일","760.00","760.00","760.00","760.00","-","1.20%"
"2013년 01월 10일","751.00","751.00","751.00","751.00","-","1.08%"
"2013년 01월 09일","743.00","743.00","743.00","743.00","-","1.23%"
"2013년 01월 08일","734.00","734.00","734.00","734.00","-","3.09%"
"2013년 01월 07일","712.00","712.00","712.00","712.00","-","0.85%"
"2013년 01월 04일","706.00","706.00","706.00","706.00","-","0.86%"
"2013년 01월 03일","700.00","700.00","700.00","700.00","-","0.29%"
"2013년 01월 02일","698.00","698.00","698.00","698.00","-","-0.14%"
"2012년 12월 24일","699.00","699.00","699.00","699.00","-","-0.14%"
"2012년 12월 21일","700.00","700.00","700.00","700.00","-","-1.13%"
"2012년 12월 20일","708.00","708.00","708.00","708.00","-","-1.67%"
"2012년 12월 19일","720.00","720.00","720.00","720.00","-","-3.10%"
"2012년 12월 18일","743.00","743.00","743.00","743.00","-","-3.00%"
"2012년 12월 17일","766.00","766.00","766.00","766.00","-","-2.30%"
"2012년 12월 14일","784.00","784.00","784.00","784.00","-","-1.88%"
"2012년 12월 13일","799.00","799.00","799.00","799.00","-","-3.27%"
"2012년 12월 12일","826.00","826.00","826.00","826.00","-","-8.22%"
"2012년 12월 11일","900.00","900.00","900.00","900.00","-","-3.95%"
"2012년 12월 10일","937.00","937.00","937.00","937.00","-","-3.00%"
"2012년 12월 07일","966.00","966.00","966.00","966.00","-","-2.42%"
"2012년 12월 06일","990.00","990.00","990.00","990.00","-","-3.13%"
"2012년 12월 05일","1,022.00","1,022.00","1,022.00","1,022.00","-","-3.04%"
"2012년 12월 04일","1,054.00","1,054.00","1,054.00","1,054.00","-","-2.14%"
"2012년 12월 03일","1,077.00","1,077.00","1,077.00","1,077.00","-","-0.83%"
"2012년 11월 30일","1,086.00","1,086.00","1,086.00","1,086.00","-","-1.00%"
"2012년 11월 29일","1,097.00","1,097.00","1,097.00","1,097.00","-","-0.63%"
"2012년 11월 28일","1,104.00","1,104.00","1,104.00","1,104.00","-","0.64%"
"2012년 11월 27일","1,097.00","1,097.00","1,097.00","1,097.00","-","0.27%"
"2012년 11월 26일","1,094.00","1,094.00","1,094.00","1,094.00","-","0.37%"
"2012년 11월 23일","1,090.00","1,090.00","1,090.00","1,090.00","-","0.55%"
"2012년 11월 22일","1,084.00","1,084.00","1,084.00","1,084.00","-","1.03%"
"2012년 11월 21일","1,073.00","1,073.00","1,073.00","1,073.00","-","0.66%"
"2012년 11월 20일","1,066.00","1,066.00","1,066.00","1,066.00","-","1.14%"
"2012년 11월 19일","1,054.00","1,054.00","1,054.00","1,054.00","-","1.74%"
"2012년 11월 16일","1,036.00","1,036.00","1,036.00","1,036.00","-","1.17%"
"2012년 11월 15일","1,024.00","1,024.00","1,024.00","1,024.00","-","1.29%"
"2012년 11월 14일","1,011.00","1,011.00","1,011.00","1,011.00","-","2.64%"
"2012년 11월 13일","985.00","985.00","985.00","985.00","-","2.07%"
"2012년 11월 12일","965.00","965.00","965.00","965.00","-","2.66%"
"2012년 11월 09일","940.00","940.00","940.00","940.00","-","2.62%"
"2012년 11월 08일","916.00","916.00","916.00","916.00","-","0.00%"
"2012년 11월 07일","916.00","916.00","916.00","916.00","-","-3.27%"
"2012년 11월 06일","947.00","947.00","947.00","947.00","-","-2.47%"
"2012년 11월 05일","971.00","971.00","971.00","971.00","-","-1.52%"
"2012년 11월 02일","986.00","986.00","986.00","986.00","-","-1.40%"
"2012년 11월 01일","1,000.00","1,000.00","1,000.00","1,000.00","-","-2.53%"
"2012년 10월 31일","1,026.00","1,026.00","1,026.00","1,026.00","-","-1.63%"
"2012년 10월 30일","1,043.00","1,043.00","1,043.00","1,043.00","-","-0.48%"
"2012년 10월 29일","1,048.00","1,048.00","1,048.00","1,048.00","-","-0.10%"
"2012년 10월 26일","1,049.00","1,049.00","1,049.00","1,049.00","-","-0.19%"
"2012년 10월 25일","1,051.00","1,051.00","1,051.00","1,051.00","-","-3.40%"
"2012년 10월 24일","1,088.00","1,088.00","1,088.00","1,088.00","-","-1.89%"
"2012년 10월 23일","1,109.00","1,109.00","1,109.00","1,109.00","-","6.94%"
"2012년 10월 22일","1,037.00","1,037.00","1,037.00","1,037.00","-","2.67%"
"2012년 10월 19일","1,010.00","1,010.00","1,010.00","1,010.00","-","2.12%"
"2012년 10월 18일","989.00","989.00","989.00","989.00","-","-1.00%"
"2012년 10월 17일","999.00","999.00","999.00","999.00","-","1.83%"
"2012년 10월 16일","981.00","981.00","981.00","981.00","-","4.25%"
"2012년 10월 15일","941.00","941.00","941.00","941.00","-","1.62%"
"2012년 10월 12일","926.00","926.00","926.00","926.00","-","2.55%"
"2012년 10월 11일","903.00","903.00","903.00","903.00","-","3.20%"
"2012년 10월 10일","875.00","875.00","875.00","875.00","-","0.00%"
"2012년 10월 09일","875.00","875.00","875.00","875.00","-","-0.91%"
"2012년 10월 08일","883.00","883.00","883.00","883.00","-","0.91%"
"2012년 10월 05일","875.00","875.00","875.00","875.00","-","3.55%"
"2012년 10월 04일","845.00","845.00","845.00","845.00","-","5.89%"
"2012년 10월 03일","798.00","798.00","798.00","798.00","-","2.57%"
"2012년 10월 02일","778.00","778.00","778.00","778.00","-","0.13%"
"2012년 10월 01일","777.00","777.00","777.00","777.00","-","1.44%"
"2012년 09월 28일","766.00","766.00","766.00","766.00","-","2.96%"
"2012년 09월 27일","744.00","744.00","744.00","744.00","-","-1.06%"
"2012년 09월 26일","752.00","752.00","752.00","752.00","-","-1.44%"
"2012년 09월 25일","763.00","763.00","763.00","763.00","-","-1.17%"
"2012년 09월 24일","772.00","772.00","772.00","772.00","-","-0.26%"
"2012년 09월 21일","774.00","774.00","774.00","774.00","-","2.52%"
"2012년 09월 20일","755.00","755.00","755.00","755.00","-","4.57%"
"2012년 09월 19일","722.00","722.00","722.00","722.00","-","3.59%"
"2012년 09월 18일","697.00","697.00","697.00","697.00","-","5.13%"
"2012년 09월 17일","663.00","663.00","663.00","663.00","-","0.15%"
"2012년 09월 14일","662.00","662.00","662.00","662.00","-","-0.15%"
"2012년 09월 13일","663.00","663.00","663.00","663.00","-","0.30%"
"2012년 09월 12일","661.00","661.00","661.00","661.00","-","-0.15%"
"2012년 09월 11일","662.00","662.00","662.00","662.00","-","-0.60%"
"2012년 09월 10일","666.00","666.00","666.00","666.00","-","-0.45%"
"2012년 09월 07일","669.00","669.00","669.00","669.00","-","-0.89%"
"2012년 09월 06일","675.00","675.00","675.00","675.00","-","-1.32%"
"2012년 09월 05일","684.00","684.00","684.00","684.00","-","-1.30%"
"2012년 09월 04일","693.00","693.00","693.00","693.00","-","-0.72%"
"2012년 09월 03일","698.00","698.00","698.00","698.00","-","-0.71%"
